ID_Alumno,Universidad,Carrera,Edad,Genero,Anio_Cursada,Horas_Estudio_Semanal,Asistencia_Porcentaje,Trabaja,Promedio_Academico,Materias_Aprobadas,Materias_Recursadas,Satisfaccion_Carrera,Indice_Permanencia
1402,UNSAM,Medicina,25,Otro,2,20,100.0,Si,10.0,14,2,8.6,100.0
1403,UNLaM,Ingeniería,28,Otro,2,14,84.8,No,9.1,13,0,8.8,100.0
1404,UTN,Ciencia De Datos,28,F,5,21,100.0,No,8.4,27,0,8.2,100.0
1405,UNC,Economía,17,M,6,13,75.3,Si,7.6,37,3,4.7,100.0
1406,UBA,Derecho,21,Otro,4,20,68.9,Si,7.4,25,1,5.4,91.2
1407,UTN,Economía,26,F,5,17,90.9,Si,7.8,33,0,7.5,100.0
1408,UNLaM,Ciencia De Datos,25,M,1,14,91.4,No,9.7,9,0,8.3,100.0
1409,UNLP,Ingeniería,20,M,2,8,85.4,Si,5.9,6,0,6.3,94.3
1410,UTN,Ciencia De Datos,24,M,1,9,85.9,No,6.2,6,2,4.9,95.6
1412,UTN,Ciencia De Datos,17,Otro,6,18,81.6,Si,9.2,39,0,7.2,100.0
1413,UNSAM,Medicina,26,F,3,15,86.5,No,7.0,13,3,5.1,91.3
1414,UNSAM,Ciencia De Datos,17,F,3,10,79.8,No,5.7,17,1,5.2,80.3
1415,UNSAM,Medicina,23,Otro,1,9,100.0,No,6.3,7,3,5.1,99.6
1416,UTN,Ingeniería,29,M,4,19,97.1,Si,8.9,24,0,7.7,100.0
1417,UNC,Medicina,27,Otro,3,14,57.3,No,6.7,12,1,5.3,77.6
1418,UNC,Ciencia De Datos,17,Otro,2,12,96.0,Si,8.1,12,2,6.1,100.0
1419,UNLP,Medicina,25,M,1,9,59.5,No,8.7,3,2,7.8,95.9
1420,UNSAM,Economía,19,F,1,4,61.0,Si,6.7,9,4,3.7,81.4
1421,UNLP,Medicina,27,Otro,1,9,100.0,Si,9.8,0,0,8.2,100.0
1422,UNC,Ciencia De Datos,24,M,1,19,89.8,Si,9.9,6,1,7.8,100.0
1423,UTN,Ingeniería,23,F,5,17,100.0,Si,10.0,35,0,9.1,100.0
1424,UNLaM,Ingeniería,20,M,4,24,87.1,No,10.0,25,4,6.1,100.0
1425,UNSAM,Psicología,21,Otro,4,17,70.7,No,6.7,21,0,7.2,90.7
1426,UNC,Ingeniería,22,F,3,14,89.6,Si,8.8,18,2,6.9,100.0
1427,UTN,Derecho,33,Otro,6,11,60.4,Si,6.3,38,0,6.5,91.1
1428,UNLaM,Ingeniería,27,Otro,4,11,75.5,Si,6.5,21,3,4.0,76.5
1430,UNSAM,Ciencia De Datos,17,F,6,25,76.0,No,8.5,36,1,7.1,100.0
1431,UTN,Ciencia De Datos,28,Otro,3,19,89.3,No,7.8,16,0,7.4,100.0
1432,UNLaM,Derecho,24,Otro,5,22,76.2,No,8.6,35,0,8.3,100.0
1433,UBA,Psicología,19,M,1,5,92.4,No,8.5,2,2,7.4,100.0
1434,UNLP,Ingeniería,28,F,1,9,84.5,Si,8.5,6,3,6.3,100.0
1435,UNLP,Ingeniería,29,Otro,6,15,85.1,Si,10.0,35,4,7.2,100.0
1436,UNLP,Psicología,31,F,4,15,59.3,No,7.9,17,0,6.6,86.1
1437,UNSAM,Medicina,30,M,4,12,72.7,Si,8.4,28,2,6.3,100.0
1438,UBA,Medicina,22,M,4,13,100.0,Si,8.3,24,0,7.9,100.0
1439,UNLP,Ciencia De Datos,38,Otro,5,18,80.9,No,7.4,25,1,6.9,100.0
1440,UTN,Economía,23,Otro,6,24,78.1,Si,8.4,29,0,7.9,100.0
1441,UNLaM,Medicina,34,M,3,9,71.6,Si,8.5,16,1,7.0,100.0
1442,UNLaM,Ingeniería,25,M,3,21,74.9,Si,9.0,15,1,7.2,100.0
1443,UNLaM,Psicología,23,M,5,12,82.3,Si,7.6,25,3,5.8,100.0
1444,UNLaM,Psicología,20,M,3,18,58.6,No,9.9,17,2,8.6,100.0
1445,UNLaM,Ciencia De Datos,26,F,2,8,83.4,Si,9.3,13,0,9.1,100.0
1446,UNSAM,Ciencia De Datos,26,M,4,15,79.8,Si,9.7,20,4,5.6,100.0
1447,UNC,Ciencia De Datos,17,M,5,15,72.5,Si,6.4,30,4,4.4,90.1
1448,UNLP,Derecho,26,F,5,17,78.7,No,7.3,26,2,4.9,100.0
1449,UNLP,Ciencia De Datos,25,Otro,2,14,68.6,Si,6.4,13,3,5.3,78.5
1450,UNSAM,Medicina,29,M,2,20,81.1,Si,8.2,9,2,6.3,100.0
1451,UNLP,Economía,18,M,2,9,91.0,Si,7.0,12,0,5.8,100.0
1452,UBA,Ingeniería,23,Otro,2,8,59.7,Si,8.5,18,3,6.0,100.0
1453,UNC,Medicina,39,M,4,15,77.0,Si,8.3,23,1,7.7,100.0
1455,UNLP,Economía,18,M,1,14,97.8,No,7.2,0,0,6.5,100.0
1456,UNLP,Medicina,19,M,6,25,71.8,No,10.0,43,0,8.6,100.0
1457,UNSAM,Economía,31,Otro,2,11,85.8,No,6.3,9,0,5.5,100.0
1459,UNLP,Ingeniería,29,F,1,10,75.7,Si,6.7,3,0,6.2,88.0
1460,UNLP,Medicina,24,F,3,18,81.9,Si,8.2,15,1,6.9,100.0
1461,UTN,Medicina,29,Otro,5,20,66.8,No,8.8,31,2,6.5,94.4
1462,UTN,Medicina,24,Otro,3,11,86.4,No,8.6,19,2,5.8,100.0
1463,UNSAM,Psicología,27,Otro,5,17,74.6,Si,10.0,34,4,7.2,100.0
1464,UNSAM,Medicina,29,Otro,6,28,74.3,Si,10.0,30,7,5.6,100.0
1465,UNLP,Economía,24,M,2,9,91.5,Si,6.8,15,3,4.7,100.0
1466,UNC,Medicina,31,Otro,5,21,88.7,No,8.1,31,0,7.3,100.0
1467,UTN,Ingeniería,22,Otro,2,11,81.2,No,9.6,18,0,8.5,100.0
1468,UNLaM,Psicología,32,F,5,16,86.3,Si,9.0,30,2,6.2,100.0
1469,UBA,Psicología,19,M,4,20,80.6,No,9.9,27,0,8.0,100.0
1470,UNSAM,Derecho,31,F,5,26,81.3,No,10.0,25,0,8.1,100.0
1471,UBA,Ingeniería,18,Otro,3,11,77.5,Si,8.7,21,4,5.6,100.0
1472,UNLP,Economía,27,Otro,2,15,75.8,No,9.9,7,0,8.3,100.0
1473,UNC,Medicina,17,Otro,3,12,75.7,Si,8.1,10,0,7.4,100.0
1474,UNLP,Ingeniería,25,F,6,16,95.6,Si,7.9,39,4,5.9,100.0
1475,UNLaM,Ingeniería,25,F,2,19,92.9,Si,8.4,10,0,7.8,100.0
1476,UNSAM,Ingeniería,24,Otro,1,7,95.0,Si,7.3,3,2,6.9,100.0
1477,UNLP,Medicina,24,M,3,16,74.5,Si,7.8,21,2,6.8,95.6
1478,UNSAM,Economía,23,F,6,22,100.0,Si,9.7,31,5,6.2,100.0
1479,UBA,Ciencia De Datos,24,F,2,12,77.3,No,8.6,11,1,8.2,100.0
1480,UTN,Derecho,25,Otro,3,21,99.5,Si,9.5,12,0,8.4,100.0
1481,UTN,Economía,24,M,4,16,81.2,Si,9.7,25,0,8.8,100.0
1482,UTN,Psicología,25,Otro,4,15,50.8,Si,9.0,24,1,7.7,100.0
1483,UNSAM,Ciencia De Datos,26,F,4,12,75.3,Si,8.0,23,0,8.1,99.3
1484,UNSAM,Medicina,29,M,2,15,83.4,No,8.1,18,1,7.4,100.0
1485,UNLaM,Ingeniería,19,M,3,18,88.5,Si,7.4,20,1,6.2,100.0
1486,UNSAM,Derecho,24,M,1,13,76.3,No,10.0,5,1,8.1,100.0
1487,UNLaM,Ciencia De Datos,27,M,6,21,71.0,No,7.7,42,5,4.5,100.0
1488,UNLP,Psicología,17,Otro,6,23,90.2,Si,8.4,31,0,7.8,100.0
1489,UNSAM,Ingeniería,27,F,6,23,86.9,Si,10.0,36,3,8.1,100.0
1491,UTN,Psicología,28,Otro,3,11,100.0,Si,7.4,14,0,7.2,100.0
1492,UTN,Economía,23,Otro,3,18,82.4,No,7.6,14,0,6.5,94.4
1493,UNC,Ingeniería,23,M,4,17,90.7,No,8.0,15,2,6.0,100.0
1494,UNLaM,Ingeniería,17,M,5,27,79.5,No,8.6,27,1,6.8,100.0
1495,UNSAM,Economía,19,Otro,6,16,68.1,No,8.8,35,0,7.8,100.0
1496,UTN,Medicina,31,Otro,4,19,83.6,Si,10.0,16,6,5.9,100.0
1497,UNSAM,Economía,25,Otro,1,9,66.7,No,8.2,1,0,7.3,100.0
1498,UNLaM,Economía,25,F,2,15,63.6,No,9.0,8,0,7.9,100.0
1499,UNLaM,Medicina,32,M,4,14,75.2,Si,7.9,23,3,6.1,100.0
1500,UNLaM,Ciencia De Datos,29,F,6,18,91.8,Si,7.4,41,4,4.4,100.0
1501,UNC,Derecho,22,F,3,19,86.6,No,8.3,12,1,7.4,100.0
1503,UNC,Ingeniería,18,M,2,17,77.6,Si,9.6,8,2,6.6,100.0
1504,UNLP,Derecho,30,F,6,20,91.6,No,9.4,32,0,7.9,100.0
1506,UNLaM,Ciencia De Datos,31,M,1,12,92.3,No,10.0,3,0,8.1,100.0
1507,UTN,Ciencia De Datos,26,Otro,2,14,76.5,No,6.7,10,0,5.9,93.3
1508,UBA,Medicina,21,M,5,20,78.3,No,10.0,30,0,9.0,100.0
1509,UNSAM,Ciencia De Datos,30,Otro,5,12,94.6,Si,8.7,26,4,6.3,100.0
1510,UNLaM,Derecho,27,M,5,21,84.1,No,9.4,26,0,7.7,100.0
1512,UNSAM,Ciencia De Datos,27,Otro,3,18,88.5,No,8.6,19,1,7.0,100.0
1513,UTN,Medicina,31,F,1,6,85.5,Si,8.8,10,5,5.5,100.0
1514,UNLaM,Psicología,33,F,4,16,87.2,Si,9.7,33,0,7.7,100.0
1515,UNLaM,Ciencia De Datos,30,F,1,9,75.0,No,6.6,10,1,6.0,100.0
1516,UNLP,Ingeniería,24,M,2,16,97.8,No,10.0,12,1,8.8,100.0
1517,UNSAM,Economía,18,M,6,23,86.2,No,8.7,33,1,7.4,100.0
1518,UBA,Psicología,23,F,2,13,100.0,Si,8.5,9,0,7.0,100.0
1519,UNSAM,Psicología,26,M,4,22,82.3,No,10.0,26,0,9.3,100.0
1520,UBA,Ciencia De Datos,17,F,6,19,78.7,No,8.8,40,2,7.3,100.0
1521,UNSAM,Psicología,35,M,1,19,89.1,Si,9.5,1,2,8.2,100.0
1523,UNLaM,Medicina,23,F,2,17,86.0,No,7.3,12,4,3.9,98.7
1524,UTN,Economía,36,Otro,3,22,84.2,No,9.1,21,3,7.2,100.0
1525,UNLP,Derecho,17,Otro,1,10,85.5,No,6.7,8,1,6.4,99.7
1526,UNLP,Economía,17,F,1,9,73.4,Si,5.6,0,3,3.6,74.5
1527,UTN,Medicina,23,M,1,13,76.7,No,6.2,6,1,5.7,92.6
1528,UNSAM,Medicina,17,Otro,5,17,98.5,No,8.8,22,5,4.7,100.0
1529,UNLaM,Ciencia De Datos,29,Otro,6,15,94.3,Si,7.4,37,2,6.6,100.0
1530,UNSAM,Economía,17,F,5,19,74.5,No,10.0,28,0,8.4,100.0
1531,UNC,Ingeniería,19,M,2,11,62.4,Si,6.6,7,1,5.3,100.0
1532,UNC,Economía,17,M,4,22,60.6,Si,8.1,18,5,3.9,100.0
1533,UTN,Psicología,21,Otro,1,4,82.9,Si,7.2,8,2,5.5,100.0
1534,UBA,Psicología,17,M,5,21,67.1,No,10.0,32,0,7.7,100.0
1535,UTN,Psicología,17,F,1,13,77.8,Si,8.9,1,2,6.5,100.0
1536,UNSAM,Ciencia De Datos,22,M,1,9,87.8,No,6.1,6,2,5.7,86.2
1537,UNLP,Ciencia De Datos,27,Otro,4,18,94.7,Si,9.4,18,2,6.9,100.0
1538,UNLP,Medicina,28,M,4,15,63.4,Si,8.9,26,1,7.8,100.0
1539,UTN,Ingeniería,17,Otro,4,20,83.3,No,9.8,26,0,9.3,100.0
1540,UNC,Ingeniería,22,Otro,2,20,90.5,Si,10.0,16,0,8.4,100.0
1542,UNLP,Medicina,26,M,4,6,100.0,Si,6.8,29,3,5.4,100.0
1544,UNSAM,Ingeniería,24,Otro,4,10,73.4,Si,7.7,18,4,5.0,93.2
1545,UNLP,Psicología,26,F,5,16,96.5,Si,9.1,26,1,6.9,100.0
1546,UNSAM,Derecho,28,M,4,23,77.4,No,9.7,25,0,8.6,100.0
1547,UBA,Medicina,23,Otro,1,13,84.0,No,8.6,3,1,7.1,100.0
1548,UNLaM,Psicología,28,M,6,25,70.5,No,8.1,37,3,6.2,89.8
1549,UBA,Medicina,22,Otro,6,27,92.5,No,8.9,30,2,6.9,100.0
1550,UTN,Psicología,20,F,5,17,100.0,Si,10.0,27,0,9.0,100.0
1551,UTN,Psicología,31,F,2,15,100.0,No,8.1,11,4,4.8,100.0
1552,UBA,Ingeniería,25,Otro,4,10,81.8,Si,6.9,13,0,5.7,99.0
1553,UBA,Ingeniería,34,M,5,18,74.7,Si,6.9,27,2,5.5,83.6
1554,UTN,Economía,30,F,5,120,75.9,No,8.7,36,0,6.8,100.0
1555,UNLP,Economía,32,F,2,14,64.1,No,8.2,18,0,8.0,91.3
1556,UTN,Economía,22,Otro,1,7,91.9,Si,5.9,6,3,4.3,100.0
1557,UTN,Psicología,18,F,5,19,79.3,No,9.0,32,0,7.3,100.0
1558,UBA,Ciencia De Datos,28,Otro,4,14,69.3,No,9.7,26,1,7.4,100.0
1559,UNLaM,Medicina,22,M,1,11,100.0,Si,9.4,10,4,6.9,100.0
1560,UNC,Derecho,18,M,4,16,91.1,No,7.2,28,6,3.9,100.0
1561,UNC,Psicología,18,F,4,11,82.5,Si,9.3,25,4,6.9,100.0
1562,UNSAM,Psicología,20,M,1,13,93.7,Si,7.4,2,4,4.7,100.0
1564,UNLaM,Derecho,27,M,3,16,64.7,Si,8.6,14,5,5.8,100.0
1565,UNLP,Medicina,23,Otro,6,19,100.0,Si,9.8,30,1,7.9,100.0
1566,UNC,Economía,17,F,6,14,71.1,Si,6.6,39,0,6.8,84.5
1567,UNC,Psicología,24,Otro,5,22,92.6,No,8.6,27,3,6.9,100.0
1568,UNLaM,Psicología,21,F,3,15,89.0,Si,8.7,18,2,6.6,100.0
1570,UNLaM,Derecho,24,Otro,2,2,78.3,Si,5.5,9,3,3.9,88.9
1571,UNLaM,Medicina,21,Otro,5,20,91.4,No,10.0,29,0,8.0,100.0
1572,UNSAM,Ciencia De Datos,25,Otro,1,9,93.2,No,7.9,9,2,6.1,100.0
1573,UBA,Ingeniería,24,Otro,4,18,87.5,No,10.0,17,0,8.5,100.0
1574,UNLP,Medicina,26,F,4,14,80.9,No,8.8,25,1,8.1,100.0
1575,UNC,Ingeniería,28,Otro,5,21,85.9,No,7.8,26,3,6.1,96.7
1576,UNLP,Economía,28,Otro,3,15,72.4,No,7.3,15,0,6.9,100.0
1577,UTN,Psicología,31,Otro,6,19,100.0,Si,8.8,31,2,7.8,100.0
1578,UNC,Psicología,17,Otro,3,22,99.3,No,10.0,14,2,8.2,100.0
1579,UNC,Medicina,28,Otro,1,5,83.2,No,5.5,6,0,6.3,92.7
1581,UNC,Medicina,19,F,1,14,72.9,Si,9.2,4,4,5.6,100.0
1583,UNSAM,Psicología,31,F,2,19,96.5,No,10.0,5,2,7.4,100.0
1584,UTN,Medicina,25,M,6,14,92.6,Si,7.6,32,5,4.6,100.0
1585,UNC,Ingeniería,27,M,5,22,66.1,No,9.9,27,3,7.9,100.0
1586,UTN,Derecho,17,Otro,1,8,77.8,No,7.9,6,0,7.5,100.0
1587,UNLP,Economía,21,Otro,3,23,74.5,No,9.7,14,2,8.2,100.0
1588,UNLP,Economía,20,F,4,17,78.1,Si,8.7,23,4,6.0,100.0
1589,UTN,Economía,24,F,4,20,83.4,No,8.2,20,2,6.1,100.0
1590,UNSAM,Medicina,19,Otro,3,18,98.7,Si,10.0,20,0,8.8,100.0
1591,UNC,Medicina,32,F,6,20,86.8,No,8.9,37,0,8.6,100.0
1592,UNLP,Psicología,35,F,2,12,75.2,No,7.6,8,0,7.2,92.7
1593,UTN,Economía,26,M,5,18,81.6,Si,10.0,33,2,7.3,100.0
1594,UNLaM,Medicina,27,F,4,15,69.0,Si,8.2,23,2,7.3,100.0
1595,UNC,Psicología,28,Otro,5,20,77.1,No,9.6,22,2,8.3,100.0
1596,UTN,Ingeniería,25,F,3,7,85.4,No,9.2,27,4,5.9,100.0
1597,UNSAM,Medicina,17,Otro,3,11,84.6,No,9.3,5,3,7.1,100.0
1598,UBA,Medicina,22,M,3,16,69.3,Si,7.1,13,2,6.0,100.0
1599,UNLP,Ingeniería,21,M,5,14,75.0,Si,8.1,27,2,6.2,100.0
1600,UNC,Psicología,17,M,4,15,99.2,No,8.0,26,0,7.5,100.0
1601,UNLP,Economía,28,M,6,19,74.7,Si,9.3,39,0,8.2,100.0
1602,UBA,Ingeniería,27,F,3,17,95.4,Si,9.8,14,1,9.0,100.0
1603,UNLaM,Ingeniería,21,F,5,17,77.2,Si,10.0,27,3,7.2,100.0
1604,UTN,Psicología,27,Otro,3,15,76.9,Si,9.4,21,0,9.1,100.0
1605,UNLaM,Psicología,21,M,4,19,86.7,No,10.0,28,2,7.6,100.0
1606,UNLP,Derecho,23,M,4,14,82.8,No,7.6,16,1,6.8,93.7
1607,UNSAM,Economía,26,M,2,8,84.9,Si,8.4,6,2,6.5,100.0
1608,UBA,Psicología,29,Otro,2,4,65.9,Si,6.1,13,0,5.6,75.5
1609,UNLP,Medicina,33,F,4,19,62.1,No,7.6,24,4,4.5,88.2
1610,UNSAM,Ingeniería,23,F,3,10,69.1,Si,7.6,13,1,6.4,100.0
1611,UNLaM,Ingeniería,26,Otro,5,17,69.6,Si,9.6,25,0,8.4,100.0
1612,UNLaM,Ciencia De Datos,22,M,6,21,66.3,Si,9.7,36,2,7.5,100.0
1613,UNLP,Derecho,24,Otro,4,14,78.8,No,7.9,26,0,6.8,100.0
1614,UNSAM,Economía,21,Otro,4,16,80.5,Si,9.6,27,3,7.0,100.0
1615,UNLaM,Economía,24,M,1,3,83.1,Si,8.3,5,2,7.4,100.0
1616,UNSAM,Ciencia De Datos,29,M,4,13,98.7,Si,10.0,22,5,6.3,100.0
1617,UNLaM,Derecho,18,F,3,13,100.0,No,7.4,14,2,6.6,100.0
1618,UNLaM,Ingeniería,18,F,3,17,89.7,No,7.2,17,0,6.0,100.0
1619,UNC,Ciencia De Datos,20,M,6,22,94.4,No,10.0,33,0,9.4,100.0
1620,UNSAM,Derecho,23,Otro,3,16,85.1,No,9.6,22,2,7.0,100.0
1621,UBA,Psicología,20,F,1,11,82.2,Si,7.4,7,1,6.4,100.0
1622,UNC,Psicología,19,M,6,22,79.7,No,10.0,35,3,7.6,100.0
1623,UTN,Ingeniería,17,Otro,4,23,83.6,No,10.0,29,1,8.0,100.0
1624,UBA,Economía,31,M,4,13,73.6,No,10.0,21,3,8.0,100.0
1625,UTN,Economía,17,F,5,10,72.5,Si,6.5,34,5,3.4,96.3
1626,UNLP,Medicina,29,Otro,6,20,77.0,No,7.6,39,2,5.4,92.7
1628,UTN,Ingeniería,19,M,6,17,88.9,No,8.6,35,1,7.9,100.0
1630,UNLP,Ciencia De Datos,23,M,2,9,78.1,No,5.6,11,0,6.1,100.0
1631,UTN,Psicología,20,M,3,19,93.6,No,10.0,18,3,6.2,100.0
1632,UNSAM,Ciencia De Datos,27,M,2,8,76.3,Si,8.9,7,4,6.7,100.0
1633,UNSAM,Derecho,25,Otro,2,15,82.9,Si,10.0,11,3,7.4,100.0
1634,UBA,Medicina,21,F,6,19,78.0,No,8.7,32,3,5.6,100.0
1635,UNSAM,Psicología,24,Otro,3,11,90.7,No,6.4,11,5,3.0,100.0
1636,UTN,Psicología,25,M,6,12,94.0,Si,9.8,35,0,8.6,100.0
1637,UNC,Economía,26,F,1,16,83.2,No,8.2,0,1,6.0,96.5
1638,UNLaM,Derecho,29,M,2,11,75.5,No,9.7,12,3,7.3,100.0
1639,UNLaM,Derecho,24,Otro,1,8,79.4,No,9.3,0,1,6.9,100.0
1640,UNSAM,Medicina,23,M,5,21,71.9,Si,10.0,31,0,8.6,100.0
1641,UNLP,Ingeniería,26,F,1,12,61.4,Si,8.6,4,1,8.0,100.0
1642,UNSAM,Ingeniería,26,F,2,17,80.6,Si,9.2,11,1,8.5,100.0
1643,UNLP,Economía,26,M,3,15,91.4,No,8.5,10,3,5.5,100.0
1644,UNSAM,Ingeniería,19,Otro,3,16,82.3,No,9.9,15,2,7.6,100.0
1645,UNSAM,Derecho,19,M,2,11,72.2,Si,6.1,16,0,5.3,77.8
1646,UNLP,Economía,25,F,4,15,85.3,Si,7.5,22,0,7.2,94.8
1647,UNLaM,Ciencia De Datos,26,Otro,5,14,79.5,Si,9.5,30,0,9.3,100.0
1648,UNSAM,Medicina,30,M,5,18,72.8,Si,9.4,26,1,7.9,100.0
1649,UBA,Ingeniería,24,M,2,8,68.0,Si,8.9,9,3,6.7,97.4
1650,UNSAM,Ingeniería,22,Otro,3,17,81.0,Si,7.7,17,3,6.3,100.0
1651,UBA,Psicología,21,F,2,15,100.0,No,7.1,12,3,5.3,97.1
1652,UTN,Derecho,29,F,5,17,99.4,Si,10.0,24,3,7.7,100.0
1653,UNLaM,Ciencia De Datos,31,F,3,12,64.5,No,7.0,24,2,6.5,100.0
1654,UNSAM,Economía,17,M,5,19,80.6,Si,8.9,25,0,7.3,100.0
1655,UNLaM,Psicología,17,M,2,6,94.1,No,7.2,8,2,4.9,96.5
1656,UBA,Economía,32,Otro,6,17,84.1,No,9.2,35,2,7.2,100.0
1657,UNC,Derecho,23,Otro,2,18,98.6,No,9.1,12,1,6.7,100.0
1658,UBA,Derecho,24,Otro,3,10,78.0,Si,9.0,19,0,8.9,100.0
1659,UNC,Derecho,24,Otro,3,17,100.0,Si,7.8,16,1,6.6,100.0
1660,UTN,Medicina,26,F,4,20,74.0,No,8.4,25,2,7.1,96.5
1661,UNSAM,Ciencia De Datos,20,M,6,15,82.0,Si,7.2,36,3,5.3,100.0
1662,UNC,Ingeniería,17,M,3,13,94.3,Si,7.8,17,1,6.5,100.0
1663,UNLP,Economía,29,F,4,12,89.3,Si,6.8,22,2,6.5,100.0
1664,UNLaM,Psicología,31,M,5,13,81.7,No,9.9,27,2,7.3,100.0
1665,UNSAM,Medicina,24,F,3,19,76.8,No,10.0,17,0,9.6,100.0
1666,UNSAM,Ciencia De Datos,31,F,1,14,69.6,Si,6.5,7,1,6.7,100.0
1667,UNC,Medicina,26,F,4,10,89.9,Si,7.5,24,0,7.5,100.0
1668,UTN,Ciencia De Datos,27,Otro,6,25,94.4,No,10.0,33,1,8.6,100.0
1669,UNLaM,Ingeniería,24,M,5,15,84.3,Si,7.1,23,3,6.0,95.1
1670,UTN,Derecho,24,Otro,5,12,98.1,Si,6.6,29,3,4.9,100.0
1671,UNC,Psicología,28,Otro,3,13,95.3,Si,9.2,21,0,8.7,100.0
1672,UNC,Psicología,29,F,5,20,80.1,Si,7.4,35,3,5.6,100.0
1673,UBA,Economía,27,F,4,11,83.7,No,9.6,26,0,9.2,100.0
1674,UNLaM,Medicina,25,M,2,13,82.8,No,9.6,16,1,7.8,100.0
1675,UBA,Medicina,25,F,1,3,90.2,Si,7.9,2,1,5.8,100.0
1676,UNLaM,Ingeniería,17,F,2,7,79.0,No,6.9,8,1,6.2,100.0
1677,UTN,Ciencia De Datos,21,M,2,13,90.1,Si,7.0,16,4,5.0,93.3
1678,UNLaM,Medicina,22,F,2,11,63.1,No,5.5,12,2,5.7,81.5
1679,UBA,Derecho,28,Otro,5,120,78.6,No,10.0,30,2,7.2,100.0
1683,UNC,Ingeniería,21,M,5,18,89.0,Si,9.2,27,0,8.4,100.0
1684,UNLP,Psicología,21,F,6,16,75.3,Si,8.5,34,3,5.5,100.0
1685,UBA,Economía,23,F,3,15,86.8,Si,8.4,18,0,7.9,100.0
1686,UNLP,Psicología,23,Otro,2,4,71.9,Si,7.5,7,0,7.9,91.7
1687,UTN,Ingeniería,21,Otro,4,15,63.6,Si,9.4,21,0,7.3,100.0
1688,UBA,Ingeniería,25,F,3,10,82.6,No,6.0,18,0,6.8,94.4
1689,UTN,Derecho,26,M,2,12,85.1,No,6.2,9,2,5.8,100.0
1690,UNC,Economía,17,M,2,10,85.7,No,8.2,9,2,7.3,100.0
1691,UNLP,Ingeniería,30,Otro,3,16,87.3,No,9.8,15,4,7.0,100.0
1692,UNSAM,Ingeniería,22,F,1,15,100.0,No,8.4,10,1,6.7,100.0
1694,UNSAM,Medicina,25,Otro,6,28,89.8,Si,10.0,38,2,7.9,100.0
1695,UTN,Ciencia De Datos,25,F,1,2,76.4,Si,4.5,6,2,4.1,78.5
1696,UNC,Ingeniería,22,F,4,12,77.8,Si,9.1,16,1,6.8,100.0
1697,UTN,Medicina,25,Otro,5,11,99.9,Si,9.0,32,1,7.3,100.0
1698,UNLaM,Ingeniería,28,F,5,27,86.5,No,10.0,26,0,9.6,100.0
1699,UNLP,Derecho,35,F,3,20,70.6,Si,7.6,20,4,4.5,100.0
1700,UBA,Derecho,19,F,1,5,85.5,No,8.9,5,5,6.1,100.0
1701,UTN,Ciencia De Datos,25,Otro,5,22,96.2,No,9.7,26,2,6.6,100.0
1702,UBA,Ciencia De Datos,25,F,3,10,86.2,Si,7.4,17,2,5.3,100.0
1703,UNC,Psicología,25,Otro,6,27,85.0,No,10.0,35,2,8.2,100.0
1704,UBA,Psicología,22,M,2,9,78.5,Si,6.2,7,2,6.1,100.0
1705,UBA,Ciencia De Datos,27,Otro,2,12,82.2,No,9.8,6,2,7.3,100.0
1706,UTN,Derecho,33,F,2,15,82.9,No,10.0,5,2,8.1,100.0
1707,UNLP,Medicina,31,Otro,5,21,82.2,Si,9.8,32,0,8.5,100.0
1708,UTN,Medicina,25,M,4,14,77.9,No,7.4,21,0,7.2,100.0
1709,UNSAM,Derecho,25,F,1,20,70.1,No,10.0,4,2,7.2,100.0
1710,UTN,Medicina,29,Otro,6,23,56.8,No,9.5,34,0,8.9,99.0
1711,UBA,Ciencia De Datos,25,M,5,18,74.6,No,10.0,28,1,7.5,100.0
1712,UNSAM,Economía,23,Otro,4,7,69.5,Si,5.6,19,1,5.8,79.8
1713,UTN,Ciencia De Datos,21,F,5,18,62.0,No,9.8,32,0,8.3,100.0
1714,UNLaM,Ingeniería,29,M,5,14,66.6,No,8.9,30,2,6.6,100.0
1715,UNC,Medicina,17,M,5,26,63.3,Si,10.0,31,0,8.0,100.0
1716,UNC,Ingeniería,24,F,5,23,66.6,Si,10.0,25,4,6.0,100.0
1718,UNC,Economía,17,M,6,21,69.0,No,9.1,33,1,7.0,100.0
1719,UNLaM,Psicología,20,M,5,19,94.6,No,10.0,22,1,7.5,100.0
1720,UNLaM,Ciencia De Datos,23,M,5,21,62.8,No,7.8,35,1,6.6,100.0
1721,UNC,Derecho,21,F,6,23,85.9,Si,9.6,30,1,8.3,100.0
1722,UBA,Medicina,24,F,4,19,83.4,No,10.0,22,1,8.1,100.0
1723,UNSAM,Economía,26,F,1,2,72.9,Si,7.4,1,2,5.6,89.4
1725,UNSAM,Medicina,24,Otro,1,11,94.8,Si,9.5,0,4,6.4,100.0
1726,UNLP,Medicina,19,Otro,4,15,75.1,Si,10.0,19,0,7.9,100.0
1727,UNSAM,Derecho,19,Otro,1,17,86.7,Si,10.0,5,1,8.6,100.0
1728,UBA,Derecho,20,F,3,14,96.8,No,9.1,15,0,7.4,100.0
1729,UNLP,Economía,34,Otro,4,14,88.5,No,7.1,24,0,5.8,100.0
1731,UNC,Derecho,21,F,2,15,84.3,No,10.0,9,4,7.3,100.0
1732,UTN,Economía,26,F,1,14,87.4,Si,8.0,8,0,8.3,100.0
